"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.13513994216919","1.33977997303009","1.33644998073578","1.33247995376587","1.29899001121521","1.32223999500275","1.30564999580383","1.31670999526978","1.26705002784729","1.27076995372772","1.30209004878998","1.29197001457214","1.33299994468689","1.33091998100281","1.54640996456146","1.55953001976013","1.55798995494843","1.48461997509003","","","","","",
"","AFE","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afganistán","AFG","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","0.165639996528625","","0.153459995985031","0.185350000858307","0.16227999329567","0.164409995079041","0.165040001273155","0.265049993991852","0.23633000254631","0.185939997434616","","","","","","","0.172619998455048","","","","0.474530011415482","","","","","","","","","","","","","0.283560007810593","0.282169997692108","","","","","0.236389994621277","","0.345649987459183","","","0.275999993085861","","","","0.345230013132095","","0.38688999414444","",
"","AFW","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.194509997963905","","","","","","","","0.687619984149933","0.630479991436005","","","0.652540028095245","","","","","","","","","0.369249999523163","","0.796609997749329","","0.785409986972809","0.825659990310669","","","","","",
"Albania","ALB","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","","0.508880019187927","0.501160025596619","","","","","","0.823849976062775","","","1.0182900428772","","0.946120023727417","0.898370027542114","0.84961998462677","0.866190016269684","0.944389998912811","1.02190005779266","1.05876994132996","1.09546995162964","1.09377002716064","1.09365999698639","1.02230000495911","1.09899997711182","1.06796002388","1.11321997642517","1.20876002311707","1.21510994434357","1.30814003944397","1.30467998981476","1.33835005760193","1.35890996456146","1.36918997764587","1.35769999027252","1.31113004684448","1.25381994247437","1.27065002918243","1.23838996887207","1.26672995090485","1.26223003864288","1.27293002605438","1.28419005870819","1.28940999507904","1.30338001251221","1.29877996444702","1.32128000259399","1.34487998485565","1.36299002170563","1.35992002487183","1.36875998973846","",
"Andorra","AND","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El mundo árabe","ARB","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","0.567719995975494","0.56673002243042","0.556190013885498","0.554050028324127","0.555589973926544","0.557009994983673","0.564999997615814","0.541960000991821","0.53914999961853","0.558430016040802","0.566129982471466","0.572380006313324","0.576870024204254","0.584379971027374","0.588069975376129","0.604019999504089","0.590330004692078","0.594349980354309","0.6457200050354","0.671989977359772","0.704110026359558","0.733569979667664","0.735339999198914","0.751980006694794","0.751420021057129","0.761810004711151","0.770699977874756","0.782500028610229","0.806039988994598","0.826759994029999","0.85249000787735","0.870559990406036","0.900089979171753","0.946690022945404","0.935779988765717","0.963680028915405","0.99769002199173","0.964619994163513","1.04114997386932","1.03933000564575","1.03972005844116","1.04375004768372","1.03768002986908","1.03311002254486","1.03638005256653","1.05288004875183","1.08033001422882","1.0716700553894","1.09685003757477","1.09947001934052","1.10040998458862","",
"Emiratos Árabes Unidos","ARE","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3012900352478","",
"Argentina","ARG","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","0.760850012302399","0.830370008945465","0.864189982414246","0.841470003128052","0.827099978923798","0.904359996318817","0.907100021839142","0.901520013809204","0.987720012664795","0.971249997615814","1.0037100315094","1.11291003227234","1.10846996307373","1.12917995452881","1.11309003829956","1.08616995811462","1.10242998600006","1.11189997196198","","","","","","","","","","","","1.37496995925903","1.34043002128601","1.31064999103546","1.31521999835968","1.3269100189209","1.28571999073029","1.30315005779266","1.33393001556396","1.33378005027771","1.33478999137878","1.32969999313354","1.32957994937897","1.35423004627228","1.35987997055054","1.37505996227264","1.37992000579834","1.38714003562927","1.3965300321579","1.39915001392365","1.39617002010345","1.40682995319366","","",
